Name,DiscRef,r_SpT,r_radius,r_log_g,r_Teff,r_Mass,r_D_Trig,r_pm,r_SDSS,r_PanSTARRS_y,JHKRef,MKORef,r_Peculiarities,r_Member,r_Gaia-G,r_RV,Polarization Ref,r_IRAC3p6,r_IRAC4p5,r_MKO-Y,r_Variable,r_Variable_period,r_IRAC5p8,r_IRAC8,r_MKO-L
J1622+4548,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
J1622-0959,Kirkpatrick2011,Kirkpatrick2011,,,,,,Lodieu2012,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1622-2346,Gagne2015c,Gagne2015c,,,,,,HSOY,PS1,PS1,2MASS,,,Gagne2015c,HSOY,,,,,,,,,,
J162244.44-200336.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1622+1159,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1623+2908,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
16231308+3950419,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1623-2353,Gagne2015c,Gagne2015c,,,,,,HSOY,PS1,PS1,2MASS,,,Gagne2015c,HSOY,,,,,,,,,,
J1623+1530,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
WISEA J162341.27-740230.4,Schneider2017,Schneider2017,,,,,,Schneider2017,,,Schneider2017,,Schneider2017,,,,,,,,,,,,
J1623-0508,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,Bardalez-Gagliuffi2014,,Gaia1,,,,,,,,,,
2MASS J16235981-0508066,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
1624+0029,Strauss1999,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Tinney2003,Tinney2003,PS1,,2MASS,,,,,,,,,,,,,,
16242936+1251451,Chiu2006,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J162520.60-383228.5,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J1625+1528,Deacon2011,Deacon2011,,,,,,Deacon2011,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1625+3347,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1626+2113,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2M1626,Burgasser2004c,Zhang2017,Filippazzo2015,Zhang2017,Zhang2017,Filippazzo2015,Schilbach2009,Schilbach2009,PS1,,2MASS,,Burgasser2007b,,,Burgasser2007,,,,,,,,,
Oph-T17,Chiang2015,Chiang2015,,,,,,,PS1,,Chiang2015,,,Chiang2015,,,,Chiang2015,Chiang2015,,,,,,
Oph J162651-242110,Chiang2015,Chiang2015,,,,,,,PS1,PS1,Chiang2015,,,Chiang2015,,,,Chiang2015,Chiang2015,,,,,,
J1626+2524,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
2MASS J16270845+0546304,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1627+3255,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,Kirkpatrick2011,,,,,
Oph-T3,Chiang2015,Chiang2015,,,,,,,PS1,PS1,Chiang2015,,,Chiang2015,,,,Chiang2015,Chiang2015,,,,,,
2MASS J16275003+0836036,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J162750.03+083600.5,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
2MASS J16280690+0517027,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
HQT 2,Kakazu2010,Kakazu2010,,,,,,,PS1,,,,,,,,,,,,,,,,
J1628+2428,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1628+6259,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1628+2308,Chiu2006,Chiu2006,,,,,Dupuy2012,Dupuy2012,PS1,PS1,2MASS,Chiu2006,,,,,,,,,,,,,
2MASS J16291840+0335371,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,Radigan2014a,Radigan2014a,,,
J1630+0818,Chiu2006,Chiu2006,,,,,Faherty2012,Dupuy2012,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1630+4344,Knapp2004,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1630+0938,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
16304999+0051010,Kellogg2015,Kellogg2015,,,,,,Jameson2008,PS1,,2MASS,,,,,Schmidt2010,,,,,,,,,
J1631+2433,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J16314748-1922461,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,Gaia1,,,,,,,,,,
16322360+2839567,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
1632+1904,Kirkpatrick1999,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dahn2002,Dahn2002,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1632+0329,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1632+4150,Knapp2004,Burgasser2006,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J1632+3505,Bardalez-Gagliuffi2014,Bardalez-Gagliuffi2014,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1633-2425,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,,Gagne2015c,,,,,,,,,,,
J1633-0640,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1643+6518,Kakazu2010,Kakazu2010,,,,,,,PS1,,,,,,,,,,,,,,,,
J163418.92-241758.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1636-0034,Fan2000,Fan2000,,,,,,,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
16360752+2336011,Chiu2006,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J163622.67-043343.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1636-0743,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1636+0025,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
16370238+2520386,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J249.4774-10.8754,Best2015,,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1638+3211,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1638+1327,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1639-2534,Lodieu2009,Lodieu2008,,,,,,Lodieu2006,PS1,PS1,2MASS,,Lodieu2008,Lodieu2008,,,,,,,,,,,
J1639+3232,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
WISEA J163940.84-684739.4,Leggett2017,Leggett2017,,,,,,,,,,Leggett2017,,,,,,Leggett2017,Leggett2017,Leggett2017,,,,,
J1639-6847,Tinney2012,Tinney2012,,,,,Tinney2012,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J1640+0037,Schneider2002,Schneider2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
2M1640,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
16403870+5215505,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
16410015+1335591,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1642-1942,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,,Gagne2015c,,,,,,,,,,,
J1642+2020,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1642+3308,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1644+2846,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
2MASS J16443963+2600128,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1645+3004,Cruz2007,Cruz2007,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1645-1319,Gizis2002,Gagne2015c,,Gagne2015c,Gagne2015c,,Dieterich2014,GagneBDs,PS1,,2MASS,,,,,,,,,,,,,,
J1645+2907,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008;Schmidt2010,,,,,,,,,
J164623.27-211510.0,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
16470847+5120088,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
1647+5632,Kirkpatrick2011,Kirkpatrick2011,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Kirkpatrick2011,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1647+1909,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,Gaia1,West2008,,,,,,,,,
J1649+4643,Chiu2006,Chiu2006,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J165003.15-140834.7,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1650+3523,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1653+4138,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1653+2450,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1653+4444,Kirkpatrick2011,Kirkpatrick2011,,,,,,,,PS1,,,,,,,,Kirkpatrick2011,Kirkpatrick2011,Kirkpatrick2011,,,,,
J1653+6231,Hawley2002,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J16545081+3747141,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
1655-0823,Gagne2015c,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1656+2835,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1657+1054,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
1658+7026,Gizis2000,Gizis2000,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dahn2002,Dahn2002,PS1,PS1,2MASS,,,,,Blake2010,,,,,,,,,
J1658+5103,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,Thompson2013,,Gaia1,,,,,,,,,,
J1658+1819,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,Schmidt2010;West2008,,,,,,,,,
16592987+2055298,Kellogg2015,Kellogg2015,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J1702+3858,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J255.6623+10.7542,Best2015,,,,,,,,PS1,PS1,Best2015,,,,,,,,,,,,,,
J1703+2525,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008,,,,,,,,,
J1703+1906,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008,,,,,,,,,
DENIS-P J170548.3-051645,Kendall2004,Liu2016,,Gagne2015c,Gagne2015c,,Liu2016,Liu2016,PS1,PS1,2MASS,,Liu2016,,,,Zapatero-Osorio2005,,,,,,,,
J1706-1314,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J1707-0558 A,Mcelwain2006,Mcelwain2006,,,,,,Hambly2001,PS1,PS1,2MASS,,Mcelwain2006,,,,,,,,,,,,
J1707-0558 B,Mcelwain2006,Mcelwain2006,,,,,,Hambly2001,PS1,PS1,2MASS,,Mcelwain2006,,,,,,,,,,,,
J1707-0138,Martin2010,Martin2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Bardalez-Gagliuffi2014,,,,,,,,,,,,
J170726.69+545109.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
2MASSI J1707333+430130,Cruz2003,Liu2016,,,,,Liu2016,Liu2016,PS1,PS1,2MASS,,Liu2016,,,Shkolnik2012,Zapatero-Osorio2005,,,,,,,,
J1707-1744,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,Mace2013,,,Gaia1,,,Mace2013,Mace2013,,,,,,
17081563+2557474,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,Kellogg2015,,,,,,,,,,,,
J170846.45+260641.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,Robert2016,,,,,,,,,,,,
J1710+3323,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
J1711+3500,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
2MASSI J1711135+232633,Cruz2007,Faherty2016,,,,,Liu2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,,Gaia1,Faherty2016,,,,,,,,,
J1711+4028,Radigan2008,Radigan2008,,,,,,Radigan2008,PS1,,2MASS,,Radigan2008,,,,,,,,,,,,
J1711+2232,Kirkpatrick2000,Kirkpatrick2000,,,,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,Burgasser2010a ; Bardalez-Gagliuffi2014,,,,,,,,,,,,
J1711+2331,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1711+5430,Deacon2014,Deacon2014,,,,,,GagneBDs,PS1,,2MASS,,Deacon2014,,,,,,,,,,,,
J1712+0645,Best2015,Kirkpatrick2016,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1713+2928,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
17145224+2439024,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J171454.88+064349.8,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
17161258+4125143,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1716+2945,Geibetaler2011,Geibetaler2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1717+6526,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1717+6128,Kirkpatrick2011,Mace2013,,,,,,,PS1,,2MASS,Kirkpatrick2011,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1720+6155,Zhang2009,Zhang2009,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J260.1623+61.7636,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J1721+3344,Cruz2003,Cruz2003,,,,,,Jameson2008,PS1,PS1,2MASS,,Burgasser2008b,,,,Zapatero-Osorio2005,,,,,,,,
J172120.69+464025.9,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1721+1117,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1722+6329,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J261.2881+22.9269,Best2015,Best2015,,,,,,Best2015,,PS1,Best2015,,,,,,,,,,,,,,
17251557+6405005,Zhang2009,Kellogg2015,,,,,,,Kellogg2015,,Kellogg2015,,Kellogg2015,,,,,,,,,,,,
J1725+5533,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
J1725+5325,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J17260007+1538190,Kirkpatrick2000,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Liu2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,,,Faherty2016,,,,,,,,,
J1726-0502,Deacon2014,Deacon2014,,,,,VanLeuuwen2007,GagneBDs,PS1,PS1,2MASS,,Deacon2014,,,,,,,,,,,,
VVV J172640.22-273803.13,Beamin2013,Beamin2013,,,,,Beamin2017,Beamin2017,PS1,PS1,2MASS,,Beamin2013,,,,,Beamin2013,Beamin2013,,,,Beamin2013,Beamin2013,
J1728+0839,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,Reid2008,,,,,,,,,,,,
1728+3948,Kirkpatrick2000,Kirkpatrick2000,,,,,Dupuy2012,Vrba2004,PS1,PS1,2MASS,,Gizis2003,,,,,,,,,,,,
J1728+5845,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1728+5716,Kirkpatrick2011,Kirkpatrick2011,,,,,,,SDSS9,PS1,,,,,,,,,,,,,,,
J172850.26-001418.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1730+4207,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1731+5310,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,Metchev2008 ; Geibetaler2011,,,,,,,,,,,,
J1731+2721,Reid2008,Gagne2015c,,Gagne2015c,,,,Jameson2008,PS1,PS1,2MASS,,,,,Shkolnik2012;Blake2010,Tata2009,,,,,,,,
J1732+2656,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1733+3144,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,Thompson2013,,,,,,,,,,,,
J1733-1654,Phan-Bao2008,Phan-Bao2008,,,,,,Phan-Bao2008,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J263.5879+50.3975,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,Mace2013,Mace2013,,,,,,
WISEA J173453.90-481357.9,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,Schneider2017,,,,,,,,,,,,
J173551.56-820900.3,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J1736+6059,Mace2013,Mace2013,,,,,,,PS1,,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1736+0220,Gagne2015c,Gagne2015c,,Gagne2015c,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
17373467+5953434,Geissler2011,Kellogg2015,,,,,,GagneBDs,PS1,PS1,2MASS,,Kellogg2015,,,,,,,,,,,,
J1738+2732,Cushing2011,Kirkpatrick2011,,,,,Dupuy2013,,PS1,PS1,,Kirkpatrick2011,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1738+6142,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,,Mace2013,,,,,Mace2013,Mace2013,,,,,,
J1739+2454,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J174006.68-733720.4,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J265.0759+11.4855,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
WISEA J174057.82+131709.4,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,Schneider2017,,,,,,,,,,,,,,
J1741-4642,Schneider2014,Schneider2014,,Gagne2015c,,,,Schneider2014,,,2MASS,,Schneider2014,,,Faherty2016,,,,,,,,,
J1741+1327,Mace2013,Mace2013,,,,,,,,PS1,,,,,,,,Mace2013,Mace2013,,,,,,
J1741+2553,Kirkpatrick2011,Kirkpatrick2011,,,,,Dupuy2013,Scholz2011,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,Kirkpatrick2011,,,,,
J1743+4211,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1743+8526,Luhman2012b,Luhman2012b,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1743+1549,Luhman2014a,Luhman2014a,,,,,,GagneBDs,PS1,PS1,2MASS,,Luhman2014a,,,,,,,,,,,,
2MASS J17433729-2303586,Beamin2017,,,,,,Beamin2017,Beamin2017,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1743+2127,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1743+6313,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
SDSS J174351.14+183257.3,Theissen2017,,,,Theissen2017,,,Theissen2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J17442929-2044481,Beamin2017,,,,,,Beamin2017,Beamin2017,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1745-1640,Phan-Bao2008,Phan-Bao2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1745+6459,Mace2013,Mace2013,,,,,,,PS1,,,,,,,,,Mace2013,Mace2013,,,,,,
J1746+5034,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1746+5100,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1746-0338,Mace2013,Mace2013,,,,,,,,PS1,2MASS,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
SDSS J174919.27+475605.3,Theissen2017,,,,Theissen2017,,,Theissen2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1750+4222,Knapp2004,Burgasser2006,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,Radigan2014a,Radigan2014a,,,
J1750-0016,Kendall2007,Gagne2015c,,Gagne2015c,Gagne2015c,,Andrei2010,GagneBDs,PS1,,2MASS,,,,,,,,,,,,,,
1750+1759,Geballe2002,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J17505469-2734335,Beamin2017,,,,,,Beamin2017,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
2MASS J17512332-3505258,Beamin2017,,,,,,Beamin2017,Beamin2017,,,2MASS,,,,,,,,,,,,,,
2MASS J17521105-3916546,Beamin2017,,,,,,Beamin2017,Beamin2017,,,2MASS,,,,Gaia1,,,,,,,,,,
J1753-6559,Reid2008,Reid2008,,,,,Marocco2013,Schmidt2007,,,2MASS,,,,,,,,,,,,,,
J268.7928+18.0557,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,Mace2013,Mace2013,,,,,,
2MASS J17553598+3618117,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
2M1756,Robert2016,Zhang2017,,Zhang2017,Zhang2017,,,Robert2016,PS1,,2MASS,,Robert2016,,,Kirkpatrick2010;Kirkpatrick2010,,,,,,,,,
2MASS J17563950+3343002,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1756-4805,Phan-Bao2008,Phan-Bao2008,,,,,,Phan-Bao2008,,,2MASS,,,,,,,,,,,,,,
J1758+4633,Knapp2004,Burgasser2006,,,,,VanLeeuwen2007,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1758-5839,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,,,,,,,,,,,
J175913.17+140931.5,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,,Schneider2016,,,,Gaia1,,,,,,,,,,
J1759+5442,Mace2013,Mace2013,,,,,,,PS1,PS1,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J1800-1559,Folkes2012,Kirkpatrick2016,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
W1800+0134,Gizis2011,Gizis2015,,,,Gizis2015,Gizis2015,Gizis2015,PS1,PS1,2MASS,,,,Gaia1,Gizis2015,,,,,,,,,
J1804+3117,Kirkpatrick2011,Kirkpatrick2011,,,,,Dupuy2013,,PS1,,2MASS,Kirkpatrick2011,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J180448.34+603430.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1807+5015,Cruz2003,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,,,,Blake2010,Miles-Paez2013,,,,,,,,
MACHO 124.22158.2910,Beamin2017,,,,,,Beamin2017,Beamin2017,,,2MASS,,,,Gaia1,,,,,,,,,,
J272.0887-04.9943,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
